First Name,Last Name,Common Name,Image Path,Club,Country
,Raphinha,Raphinha,player_images\nan Raphinha_6.png,Unknown Club,Unknown Country
Kai,Havertz,,player_images\Kai Havertz_3.png,Unknown Club,Unknown Country
Deyna,Castellanos,,player_images\Deyna Castellanos.png,Unknown Club,Unknown Country
Denis,Zakaria,,player_images\Denis Zakaria_3.png,Unknown Club,Unknown Country
Ellyes,Skhiri,,player_images\Ellyes Skhiri.png,Unknown Club,Unknown Country
Nordi,Mukiele,,player_images\Nordi Mukiele_2.png,Unknown Club,Unknown Country
William,Saliba,,player_images\William Saliba_5.png,Unknown Club,Unknown Country
Adrien,Rabiot,,player_images\Adrien Rabiot_4.png,Unknown Club,Unknown Country
Sadio,Mané,,player_images\Sadio Mané_5.png,Unknown Club,Unknown Country
Artem,Dovbyk,,player_images\Artem Dovbyk_3.png,Unknown Club,Unknown Country
,Morata,Morata,player_images\nan Morata.png,Unknown Club,Unknown Country
,Morata,Morata,player_images\nan Morata_2.png,Unknown Club,Unknown Country
Cristhian,Stuani,,player_images\Cristhian Stuani.png,Unknown Club,Unknown Country
Dayot,Upamecano,,player_images\Dayot Upamecano_3.png,Unknown Club,Unknown Country
Dayot,Upamecano,,player_images\Dayot Upamecano_4.png,Unknown Club,Unknown Country
Luis,Muriel,,player_images\Luis Muriel.png,Unknown Club,Unknown Country
Rúben,Neves,,player_images\Rúben Neves_3.png,Unknown Club,Unknown Country
Mayra,Ramírez,,player_images\Mayra Ramírez_2.png,Unknown Club,Unknown Country
Theo,Hernández,,player_images\Theo Hernández_7.png,Unknown Club,Unknown Country
Christian,Pulisic,,player_images\Christian Pulisic_5.png,Unknown Club,Unknown Country
Christian,Günter,,player_images\Christian Günter.png,Unknown Club,Unknown Country
,Richarlison,Richarlison,player_images\nan Richarlison.png,Unknown Club,Unknown Country
Jérémie,Boga,,player_images\Jérémie Boga.png,Unknown Club,Unknown Country
,Richarlison,Richarlison,player_images\nan Richarlison_2.png,Unknown Club,Unknown Country
Christian,Günter,,player_images\Christian Günter_2.png,Unknown Club,Unknown Country
,Isco,Isco,player_images\nan Isco_3.png,Unknown Club,Unknown Country
Moussa,Diaby,,player_images\Moussa Diaby.png,Aston Villa,France
,Isco,Isco,player_images\nan Isco_4.png,Unknown Club,Unknown Country
Danny,Welbeck,,player_images\Danny Welbeck.png,Unknown Club,Unknown Country
Exequiel,Palacios,,player_images\Exequiel Palacios_2.png,Unknown Club,Unknown Country
Federico,Dimarco,,player_images\Federico Dimarco_5.png,Unknown Club,Unknown Country
Dušan,Vlahovic,,player_images\Dušan Vlahovic_6.png,Unknown Club,Unknown Country
Lauren,James,,player_images\Lauren James_5.png,Unknown Club,Unknown Country
Selma,Bacha,,player_images\Selma Bacha_6.png,Unknown Club,Unknown Country
Diogo,Jota,,player_images\Diogo Jota_5.png,Unknown Club,Unknown Country
,,,player_images\nan nan_227.png,Unknown Club,Unknown Country
Jun,Endo,,player_images\Jun Endo.png,Unknown Club,Unknown Country
Samuel,Chukwueze,,player_images\Samuel Chukwueze.png,Unknown Club,Unknown Country
,Merino,Merino,player_images\nan Merino_4.png,Unknown Club,Unknown Country
Xavi,Simons,,player_images\Xavi Simons_4.png,Unknown Club,Unknown Country
Brian,Brobbey,,player_images\Brian Brobbey_3.png,Unknown Club,Unknown Country
Racheal,Kundananji,,player_images\Racheal Kundananji.png,Unknown Club,Unknown Country
Tariq,Lamptey,,player_images\Tariq Lamptey.png,Unknown Club,Unknown Country
,,,player_images\nan nan_228.png,Unknown Club,Unknown Country
Lucas,Chevalier,,player_images\Lucas Chevalier.png,Unknown Club,Unknown Country
Andy,Diouf,,player_images\Andy Diouf.png,Unknown Club,Unknown Country
Alistair,Johnston,,player_images\Alistair Johnston_2.png,Unknown Club,Unknown Country
Matheus,Cunha,,player_images\Matheus Cunha_2.png,Unknown Club,Unknown Country
Estefanía,Banini,,player_images\Estefanía Banini_2.png,Unknown Club,Unknown Country
Yuri,Berchiche,,player_images\Yuri Berchiche.png,Unknown Club,Unknown Country
De,Marcos,,player_images\De Marcos.png,Unknown Club,Unknown Country
Alexander,Sørloth,,player_images\Alexander Sørloth_5.png,Unknown Club,Unknown Country
,,,player_images\nan nan_229.png,Unknown Club,Unknown Country
Rose,Lavelle,,player_images\Rose Lavelle_4.png,Unknown Club,Unknown Country
Amir,Richardson,,player_images\Amir Richardson.png,Unknown Club,Unknown Country
Aldana,Cometti,,player_images\Aldana Cometti_3.png,Unknown Club,Unknown Country
Frederik,Rønnow,,player_images\Frederik Rønnow.png,Unknown Club,Unknown Country
Toby,Alderweireld,,player_images\Toby Alderweireld_3.png,Unknown Club,Unknown Country
Georgia,Stanway,,player_images\Georgia Stanway_4.png,Unknown Club,Unknown Country
Clara,Mateo,,player_images\Clara Mateo_4.png,Unknown Club,Unknown Country
Declan,Rice,,player_images\Declan Rice_6.png,Unknown Club,Unknown Country
Quentin,Merlin,,player_images\Quentin Merlin.png,Unknown Club,Unknown Country
Deniz,Undav,,player_images\Deniz Undav_2.png,Unknown Club,Unknown Country
Matías,Soulé,,player_images\Matías Soulé.png,Unknown Club,Unknown Country
William,Pacho,,player_images\William Pacho_2.png,Unknown Club,Unknown Country
Bafodé,Diakité,,player_images\Bafodé Diakité.png,Unknown Club,Unknown Country
,,,player_images\nan nan_230.png,Unknown Club,Unknown Country
Klara,Bühl,,player_images\Klara Bühl_3.png,Unknown Club,Unknown Country
Nicolas,Jackson,,player_images\Nicolas Jackson.png,Unknown Club,Unknown Country
,,,player_images\nan nan_231.png,Unknown Club,Unknown Country
,,,player_images\nan nan_232.png,Unknown Club,Unknown Country
David,Neres,,player_images\David Neres_2.png,Unknown Club,Unknown Country
James,Tavernier,,player_images\James Tavernier_3.png,Unknown Club,Unknown Country
Loïc,Badé,,player_images\Loïc Badé.png,Unknown Club,Unknown Country
Robin,Gosens,,player_images\Robin Gosens_3.png,Unknown Club,Unknown Country
Mahdi,Camara,,player_images\Mahdi Camara.png,Unknown Club,Unknown Country
,,,player_images\nan nan_233.png,Unknown Club,Unknown Country
,,,player_images\nan nan_234.png,Unknown Club,Unknown Country
Emma,Koivisto,,player_images\Emma Koivisto.png,Unknown Club,Unknown Country
Sara,Däbritz,,player_images\Sara Däbritz.png,Unknown Club,Unknown Country
Lo'eau,LaBonta,,player_images\Lo'eau LaBonta.png,Unknown Club,Unknown Country
Jessie,Fleming,,player_images\Jessie Fleming.png,Unknown Club,Unknown Country
Carson,Pickett,,player_images\Carson Pickett_2.png,Unknown Club,Unknown Country
Crystal,Dunn,,player_images\Crystal Dunn.png,Unknown Club,Unknown Country
Ben,White,,player_images\Ben White_3.png,Unknown Club,Unknown Country
,Juanmi,Juanmi,player_images\nan Juanmi.png,Unknown Club,Unknown Country
Christopher,Opéri,,player_images\Christopher Opéri.png,Unknown Club,Unknown Country
André,Onana,,player_images\André Onana.png,Unknown Club,Unknown Country
Pernille,Harder,,player_images\Pernille Harder.png,Unknown Club,Unknown Country
,,,player_images\nan nan_235.png,Unknown Club,Unknown Country
Ansgar,Knauff,,player_images\Ansgar Knauff.png,Unknown Club,Unknown Country
Felipe,Anderson,,player_images\Felipe Anderson_2.png,Unknown Club,Unknown Country
Felipe,Anderson,,player_images\Felipe Anderson_3.png,Unknown Club,Unknown Country
Anton,Stach,,player_images\Anton Stach.png,Unknown Club,Unknown Country
Miguel,Almirón,,player_images\Miguel Almirón_2.png,Unknown Club,Unknown Country
Przemyslaw,Frankowski,,player_images\Przemyslaw Frankowski_2.png,Unknown Club,Unknown Country
,Palhinha,Palhinha,player_images\nan Palhinha_2.png,Unknown Club,Unknown Country
Przemyslaw,Frankowski,,player_images\Przemyslaw Frankowski_3.png,Unknown Club,Unknown Country
David,Raum,,player_images\David Raum.png,Unknown Club,Unknown Country
Viktor,Gyökeres,,player_images\Viktor Gyökeres_3.png,Unknown Club,Unknown Country
Florian,Kainz,,player_images\Florian Kainz.png,Unknown Club,Unknown Country
Bryan,Limbombe,,player_images\Bryan Limbombe.png,Unknown Club,Unknown Country
Emil,Forsberg,,player_images\Emil Forsberg.png,Unknown Club,Unknown Country
Federico,Baschirotto,,player_images\Federico Baschirotto.png,Unknown Club,Unknown Country
Emil,Forsberg,,player_images\Emil Forsberg_2.png,Unknown Club,Unknown Country
Daniel,Muñoz,,player_images\Daniel Muñoz_2.png,Unknown Club,Unknown Country
Giovanni,Reyna,,player_images\Giovanni Reyna_2.png,Borussia Dortmund, United States
Jess,Park,,player_images\Jess Park.png,Unknown Club,Unknown Country
Cristian,Romero,,player_images\Cristian Romero_5.png,Unknown Club,Unknown Country
Amel,Majri,,player_images\Amel Majri_4.png,Unknown Club,Unknown Country
Uchenna,Kanu,,player_images\Uchenna Kanu.png,Unknown Club,Unknown Country
Djordje,Mihailovic,,player_images\Djordje Mihailovic.png,Unknown Club,Unknown Country
Harvey,Barnes,,player_images\Harvey Barnes.png,Unknown Club,Unknown Country
Edon,Zhegrova,,player_images\Edon Zhegrova_3.png,Unknown Club,Unknown Country
Ramos,García,,player_images\Ramos García_5.png,Unknown Club,Unknown Country
Radoslaw,Majecki,,player_images\Radoslaw Majecki.png,Unknown Club,Unknown Country
Yankuba,Minteh,,player_images\Yankuba Minteh.png,Unknown Club,Unknown Country
Stanislav,Iljutcenko,,player_images\Stanislav Iljutcenko.png,Unknown Club,Unknown Country
,,,player_images\nan nan_236.png,Unknown Club,Unknown Country
,,,player_images\nan nan_237.png,Unknown Club,Unknown Country
Tim,Kleindienst,,player_images\Tim Kleindienst.png,Unknown Club,Unknown Country
Christian,Pulisic,,player_images\Christian Pulisic_6.png,Unknown Club,Unknown Country
Raúl,Ruidíaz,,player_images\Raúl Ruidíaz.png,Unknown Club,Unknown Country
,,,player_images\nan nan_238.png,Unknown Club,Unknown Country
Hirving,Lozano,,player_images\Hirving Lozano_2.png,Unknown Club,Unknown Country
Mauro,Icardi,,player_images\Mauro Icardi_3.png,Unknown Club,Unknown Country
Michael,Olise,,player_images\Michael Olise_2.png,Unknown Club,Unknown Country
Karim,Adeyemi,,player_images\Karim Adeyemi_4.png,Unknown Club,Unknown Country
Ciro,Immobile,,player_images\Ciro Immobile_2.png,Unknown Club,Unknown Country
,Richarlison,Richarlison,player_images\nan Richarlison_3.png,Unknown Club,Unknown Country
Raheem,Sterling,,player_images\Raheem Sterling_4.png,Unknown Club,Unknown Country
Facundo,Buonanotte,,player_images\Facundo Buonanotte.png,Unknown Club,Unknown Country
Angelo,Stiller,,player_images\Angelo Stiller.png,Unknown Club,Unknown Country
Carlos,Alcaraz,,player_images\Carlos Alcaraz.png,Unknown Club,Unknown Country
João,Mário,,player_images\João Mário.png,Unknown Club,Unknown Country
James,Maddison,,player_images\James Maddison_2.png,Unknown Club,Unknown Country
,Casemiro,Casemiro,player_images\nan Casemiro_4.png,Unknown Club,Unknown Country
Juan,Cuadrado,,player_images\Juan Cuadrado_3.png,Unknown Club,Unknown Country
Sergiño,Dest,,player_images\Sergiño Dest_3.png,Unknown Club,Unknown Country
Juan,Foyth,,player_images\Juan Foyth.png,Unknown Club,Unknown Country
Niklas,Süle,,player_images\Niklas Süle_2.png,Unknown Club,Unknown Country
Harry,Maguire,,player_images\Harry Maguire_2.png,Unknown Club,Unknown Country
Jean-Clair,Todibo,,player_images\Jean-Clair Todibo_5.png,Unknown Club,Unknown Country
Lucas,Hernández,,player_images\Lucas Hernández_4.png,Unknown Club,Unknown Country
Ewa,Pajor,,player_images\Ewa Pajor_6.png,Unknown Club,Unknown Country
Lucy,Bronze,,player_images\Lucy Bronze_4.png,Unknown Club,Unknown Country
Lena,Oberdorf,,player_images\Lena Oberdorf_7.png,Unknown Club,Unknown Country
Ousmane,Dembélé,,player_images\Ousmane Dembélé_7.png,Unknown Club,Unknown Country
Selma,Bacha,,player_images\Selma Bacha_7.png,Unknown Club,Unknown Country
Mary,Earps,,player_images\Mary Earps_2.png,Unknown Club,Unknown Country
Bukayo,Saka,,player_images\Bukayo Saka_9.png,Unknown Club,Unknown Country
Rafael,Leão,Rafael Leão,player_images\Rafael Leão_10.png,Unknown Club,Unknown Country
Pedro,Pedri,Pedri,player_images\Pedro Pedri.png,Unknown Club,Unknown Country
Lauren,Hemp,,player_images\Lauren Hemp_5.png,Unknown Club,Unknown Country
,de Ligt,,player_images\Matthijs de Ligt.png,Manchester United,Netherlands
Sandro,Tonali,,player_images\Sandro Tonali.png,AC Milan,Italy
Riyad,Mahrez,,player_images\Riyad Mahrez_5.png,Unknown Club,Unknown Country
Grace,Geyoro,,player_images\Grace Geyoro_8.png,Unknown Club,Unknown Country
Jamal,Musiala,,player_images\Jamal Musiala_8.png,Unknown Club,Unknown Country
Nicolò,Barella,,player_images\Nicolò Barella_8.png,Unknown Club,Unknown Country
Jill,Roord,,player_images\Jill Roord_2.png,Unknown Club,Unknown Country
Ronald,Araujo,,player_images\Ronald Araujo_7.png,Unknown Club,Unknown Country
Paulo,Dybala,,player_images\Paulo Dybala_10.png,Unknown Club,Unknown Country
Ilkay,Gündogan,,player_images\Ilkay Gündogan_5.png,Unknown Club,Unknown Country
Vivianne,Miedema,,player_images\Vivianne Miedema_3.png,Unknown Club,Unknown Country
Sergej,Milinkovic-Savic,,player_images\Sergej Milinkovic-Savic_5.png,Unknown Club,Unknown Country
Khvicha,Kvaratskhelia,,player_images\Khvicha Kvaratskhelia_8.png,Unknown Club,Unknown Country
Andrew,Robertson,,player_images\Andrew Robertson_3.png,Unknown Club,Unknown Country
Daniel,Parejo,Parejo,player_images\Daniel Parejo.png,Unknown Club,Unknown Country
Sakina,Karchaoui,,player_images\Sakina Karchaoui_9.png,Unknown Club,Unknown Country
Sadio,Mané,,player_images\Sadio Mané_6.png,Unknown Club,Unknown Country
Toni,Kroos,,player_images\Toni Kroos_5.png,Unknown Club,Unknown Country
Lindsey,Horan,,player_images\Lindsey Horan_3.png,Unknown Club,Unknown Country
Éder,Militão,Éder Militão,player_images\Éder Militão_4.png,Unknown Club,Unknown Country
Christopher,Nkunku,,player_images\Christopher Nkunku_5.png,Unknown Club,Unknown Country
N'Golo,Kanté,,player_images\N'Golo Kanté_8.png,Unknown Club,Unknown Country
Kim,Little,,player_images\Kim Little_3.png,Unknown Club,Unknown Country
Lea,Schüller,,player_images\Lea Schüller_3.png,Unknown Club,Unknown Country
Marco,Verratti,,player_images\Marco Verratti.png,Unknown Club,Unknown Country
João,Cancelo,João Cancelo,player_images\João Cancelo_6.png,Unknown Club,Unknown Country
Cristiano,Ronaldo,Cristiano Ronaldo,player_images\Cristiano Ronaldo_9.png,Unknown Club,Unknown Country
Trent,Alexander-Arnold,,player_images\Trent Alexander-Arnold_4.png,Unknown Club,Unknown Country
Ashley,Lawrence,,player_images\Ashley Lawrence_3.png,Unknown Club,Unknown Country
Mallory,Swanson,,player_images\Mallory Swanson_3.png,Unknown Club,Unknown Country
Wojciech,Szczesny,,player_images\Wojciech Szczesny_2.png,Unknown Club,Unknown Country
Cristiana,Girelli,,player_images\Cristiana Girelli.png,Unknown Club,Unknown Country
DaMarcus,Beasley,,player_images\DaMarcus Beasley_2.png,Unknown Club,Unknown Country
Sonia,Bompastor,,player_images\Sonia Bompastor_5.png,Unknown Club,Unknown Country
,,,player_images\nan nan_239.png,Unknown Club,Unknown Country
Włodzimierz,Smolarek,,player_images\Włodzimierz Smolarek.png,Unknown Club,Unknown Country
Park,Ji Sung,,player_images\Park Ji Sung.png,Unknown Club,Unknown Country
Ramires,Ramires,,player_images\Ramires Ramires.png,Unknown Club,Unknown Country
Sami,Al-Jaber,,player_images\Sami Al-Jaber.png,Unknown Club,Unknown Country
Ledley,King,,player_images\Ledley King_3.png,Unknown Club,Unknown Country
Jerzy,Dudek,,player_images\Jerzy Dudek_3.png,Unknown Club,Unknown Country
Sidney,Govou,,player_images\Sidney Govou_2.png,Unknown Club,Unknown Country
Joan,Capdevilla,,player_images\Joan Capdevilla.png,Unknown Club,Unknown Country
Dirk,Kuyt,,player_images\Dirk Kuyt_3.png,Unknown Club,Unknown Country
Tomáš,Rosický,,player_images\Tomáš Rosický.png,Unknown Club,Unknown Country
Aleksandr,Mostovoi,,player_images\Aleksandr Mostovoi.png,Unknown Club,Unknown Country
Landon,Donovan,,player_images\Landon Donovan_2.png,Unknown Club,Unknown Country
Freddie,Ljungberg,,player_images\Freddie Ljungberg_2.png,Unknown Club,Unknown Country
Nwankwo,Kanu,,player_images\Nwankwo Kanu_4.png,Unknown Club,Unknown Country
Ole Gunnar,Solskjær,,player_images\Ole Gunnar Solskjær.png,Unknown Club,Unknown Country
Ludovic,Giuly,,player_images\Ludovic Giuly_5.png,Unknown Club,Unknown Country
Robbie,Keane,,player_images\Robbie Keane_3.png,Unknown Club,Unknown Country
Luis,Hernández,,player_images\Luis Hernández_3.png,Unknown Club,Unknown Country
Gianluca,Zambrotta,,player_images\Gianluca Zambrotta_3.png,Unknown Club,Unknown Country
Gennaro,Gattuso,,player_images\Gennaro Gattuso_4.png,Unknown Club,Unknown Country
João,Cancelo,,player_images\João Cancelo_7.png,Unknown Club,Unknown Country
James,Maddison,,player_images\James Maddison_3.png,Unknown Club,Unknown Country
Juan Sebastián,Verón,,player_images\Juan Sebastián Verón.png,Unknown Club,Unknown Country
Ashley,Cole,,player_images\Ashley Cole_4.png,Unknown Club,Unknown Country
Michael,Essien,,player_images\Michael Essien_3.png,Unknown Club,Unknown Country
Henrik,Larsson,,player_images\Henrik Larsson_4.png,Unknown Club,Unknown Country
Hernán,Crespo,,player_images\Hernán Crespo_2.png,Unknown Club,Unknown Country
Sol,Campbell,,player_images\Sol Campbell_3.png,Unknown Club,Unknown Country
Roy,Keane,,player_images\Roy Keane_4.png,Unknown Club,Unknown Country
Kieran,Trippier,,player_images\Kieran Trippier_5.png,Unknown Club,Unknown Country
Pierre,Kalulu,,player_images\Pierre Kalulu_2.png,Unknown Club,Unknown Country
Kiliann,Sildillia,,player_images\Kiliann Sildillia.png,Unknown Club,Unknown Country
Bruno,Guimarães,,player_images\Bruno Guimarães_2.png,Unknown Club,Unknown Country
,Grimaldo,Grimaldo,player_images\nan Grimaldo_8.png,Unknown Club,Unknown Country
Sergiño,Dest,,player_images\Sergiño Dest_4.png,Unknown Club,Unknown Country
Melvine,Malard,,player_images\Melvine Malard_3.png,Unknown Club,Unknown Country
Piero,Hincapié,,player_images\Piero Hincapié_4.png,Unknown Club,Unknown Country
Romelu,Lukaku,,player_images\Romelu Lukaku_4.png,Unknown Club,Unknown Country
Kingsley,Coman,,player_images\Kingsley Coman_7.png,Unknown Club,Unknown Country
,,,player_images\nan nan_240.png,Unknown Club,Unknown Country
Jules,Koundé,,player_images\Jules Koundé_3.png,Unknown Club,Unknown Country
,,,player_images\nan nan_241.png,Unknown Club,Unknown Country
Henrikh,Mkhitaryan,,player_images\Henrikh Mkhitaryan_2.png,Unknown Club,Unknown Country
Callum,Wilson,,player_images\Callum Wilson.png,Unknown Club,Unknown Country
,Dante,Dante,player_images\nan Dante_4.png,Unknown Club,Unknown Country
,,,player_images\nan nan_242.png,Unknown Club,Unknown Country
Megan,Rapinoe,,player_images\Megan Rapinoe_2.png,Unknown Club,Unknown Country
